Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
board5,0.00934865613941714,0.0791580790946631,0.00587806879172742,0,0,0,0.0340068695605596,1.15962818951109E-05,-5.01490953565992E-09,-1.11963693967199E-09,5.68870536645412E-06,7.71806671641703E-07,1.38816719010992E-05,0,0,0,0,0,0,package://final1/meshes/board5.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://final1/meshes/board5.STL,,Scissor_Lift-1/铰链-3/铰链_half-2;Scissor_Lift-1/支撑板3-4;Scissor_Lift-1/半齿轮_2-26,o-hinge22,w-hinge3,board5,continuous,-0.0254250075370901,-0.109439580977679,0.0459981465012512,0.298507206962358,0,0,board2,1,0,0,,,,,,,,,,,,
board4,0.00934910581368559,-0.0688574811369109,-0.0456718132795131,0,0,0,0.0346068771760984,1.25069237626088E-05,3.79364184119836E-09,3.46550294902654E-09,7.32001010801531E-06,-3.53739035989426E-06,1.32510113745274E-05,0,0,0,0,0,0,package://final1/meshes/board4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://final1/meshes/board4.STL,,Scissor_Lift-1/铰链-1/铰链_half-1;Scissor_Lift-1/支撑板-6;Scissor_Lift-1/半齿轮_2-25,o-hinge20,w-hinge2,board4,fixed,-0.0254249999999964,0.116244508362709,-0.0300403778674326,-0.285379904133439,0,0,board2,0,0,0,,,,,,,,,,,,
board3,0.00940372803364216,-0.0781620182084577,0.00439998221872193,0,0,0,0.031193512714522,1.07454351908289E-05,-5.01500850573541E-09,1.11963057151511E-09,4.97784788108154E-06,-8.41673425790099E-07,1.29678583133734E-05,0,0,0,0,0,0,package://final1/meshes/board3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://final1/meshes/board3.STL,,Scissor_Lift-1/支撑板3-3;Scissor_Lift-1/半齿轮_1-26;Scissor_Lift-1/铰链-4/铰链_half-2,o-hinge24,w-hinge4,board3,continuous,-0.0187499999998701,0.201754969083007,0.12664489658574,-0.0618631809787212,0,0,board1,1,0,0,,,,,,,,,,,,
top,0.0593054738669918,-0.0267343649135683,0.0116678091197351,0,0,0,0.0908911135399866,3.58700915974931E-05,1.74012550121025E-07,2.75457490543132E-08,2.67019895400404E-05,-6.30069578948813E-06,4.35759423678862E-05,0,0,0,0,0,0,package://final1/meshes/top.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://final1/meshes/top.STL,,Scissor_Lift-1/角铁2-6;Scissor_Lift-1/角铁2-7;Scissor_Lift-1/角铁2-5;Scissor_Lift-1/角铁2-8;顶板 for 夹爪-1;夹爪挂架-1;装配体1-1/基座2-1;装配体1-1/MG995舵机模型-1,o-gear3,w-gear3,top,continuous,0.0093749999998769,-0.0959878446324843,0.00824461516029251,-0.0173871570490782,0,0,board3,1,0,0,,,,,,,,,,,,
gear2,-0.00208454909514388,-0.00645927497035101,-0.00457171083693486,0,0,0,0.00499476661130099,1.33421630709661E-06,9.64180035243084E-09,6.82422505828581E-09,5.3629628750162E-07,-4.08251482932244E-07,8.24001512894535E-07,0,0,0,0,0,0,package://final1/meshes/gear2.STL,0.486274509803922,0.486274509803922,0.486274509803922,1,0,0,0,0,0,0,package://final1/meshes/gear2.STL,,装配体1-1/圆法兰盘1-1;装配体1-1/圆柱齿轮20×1.5-主动2-1,o-connection3,axis2,servo2,revolute,0.106892556516242,-0.0386982658122677,0.00432370986319441,0.312172102119241,0,0,top,-1,0,0,0,0,0,3.1415926,,,,,,,,
hand1,-0.00554999907474349,0.0273501415183054,-0.00427409875971355,0,0,0,0.00471611444420382,1.41160651209585E-06,4.53744025217185E-12,-3.8622832512301E-13,2.66142331725543E-07,3.48674718637266E-07,1.40319115853696E-06,0,0,0,0,0,0,package://final1/meshes/hand1.STL,1,0.0588235294117647,0.0941176470588235,1,0,0,0,0,0,0,package://final1/meshes/hand1.STL,,装配体1-1/夹手-3,o-stick2,w-stick3,hand1,continuous,0.00344999999999829,-0.03264793300015,-0.0231108721018276,-1.10365021578606,0,0,gear2,-1,0,0,,,,,,,,,,,,
gear3,-2.33146835171283E-15,0.00591940701864347,-0.00419169120159812,0,0,0,0.00549380749824067,1.44601023614243E-06,-5.40308326699562E-16,4.47715962898415E-16,5.80928254142259E-07,4.50539467395998E-07,8.98044317350155E-07,0,0,0,0,0,0,package://final1/meshes/gear3.STL,1,1,1,1,0,0,0,0,0,0,package://final1/meshes/gear3.STL,,装配体1-1/圆柱齿轮20×1.5-从动2-1,o-gear6,w-gear5,gear3,continuous,0.104892556516239,-0.00995786882977603,0.0135989302650266,0.312172102119241,0,0,top,1,0,0,,,,,,,,,,,,
hand2,9.99990747409529E-05,-0.0275499903644661,-0.00426400003963216,0,0,0,0.00471611447460078,1.41160655980341E-06,4.53745646825186E-12,3.86197490061259E-13,2.66142331097016E-07,-3.48674730889721E-07,1.4031912076512E-06,0,0,0,0,0,0,package://final1/meshes/hand2.STL,1,0.0588235294117647,0.0941176470588235,1,0,0,0,0,0,0,package://final1/meshes/hand2.STL,,装配体1-1/夹手-1,o-stick5,w-stick6,hand2,continuous,0,0.0327671350219092,-0.0229415531831647,1.10279502458518,0,0,gear3,1,0,0,,,,,,,,,,,,
stick1,-1.66533453693773E-16,-0.0199999992334472,1.0797203131574E-09,0,0,0,0.00211895706275184,3.68575855232393E-07,4.66154864748028E-23,-6.49177591341319E-24,1.77333862540839E-08,1.8446127659924E-22,3.6355621135482E-07,0,0,0,0,0,0,package://final1/meshes/stick1.STL,1,0.890196078431372,0,1,0,0,0,0,0,0,package://final1/meshes/stick1.STL,,装配体1-1/拉杆2-2,o-stick3,w-stick1,stick1,continuous,0.104892556516244,-0.022955667571484,-0.0116114901804902,0.928168174411869,0,0,top,-1,0,0,,,,,,,,,,,,
stick2,-6.66133814775094E-16,0.0199999992346245,1.08097064632773E-09,0,0,0,0.00211895706275184,3.68575855232393E-07,5.05763161341298E-21,6.40655286300515E-23,1.77333862540839E-08,-4.69694079477107E-18,3.6355621135482E-07,0,0,0,0,0,0,package://final1/meshes/stick2.STL,1,0.890196078431372,0,1,0,0,0,0,0,0,package://final1/meshes/stick2.STL,,装配体1-1/拉杆2-1,o-stick4,w-stick2,stick2,continuous,0.104892556516239,-0.0134154078675825,-0.00853261788868986,-0.303696878309267,0,0,top,-1,0,0,,,,,,,,,,,,
